owner_username,url_code,time_utc,type,caption,likes,comments
WashTimes,CyOw0GSsotz,2023-10-10 19:51:13,GraphImage,"The 1994 FACT Act prohibits violence or threats “intended to injure, intimidate, or interfere with the right to seek, obtain or provide reproductive health services,” meaning that it applies to both abortion clinics and pro-life crisis centers, which offer services such as pregnancy testing and ultrasounds.⁠
⁠",32,2
WashTimes,CyOpDckp284,2023-10-10 18:46:05,GraphVideo,"Israeli Prime Minister Benjamin Netanyahu said his military has “only started” its massive counterattack against Hamas militants. ⁠
⁠
As the Israeli-Hamas clash intensifies, get the latest developments from the newsroom of The Washington Times.",123,28
WashTimes,CyOhW6Esfc7,2023-10-10 17:36:09,GraphImage,"President Biden was interviewed over the past two days by Robert K. Hur, the special counsel investigating whether Mr. Biden illegally mishandled classified documents found at his home and office.⁠
⁠
The interview suggests that Mr. Hur, who was appointed by Attorney General Merrick Garland in January, is nearing the end of his probe. Interviews with a person at the center of an investigation typically take place near the end of the process.",102,18
WashTimes,CyOZsLNM74A,2023-10-10 16:29:09,GraphImage,"The Biden administration is restarting deportations of illegal immigrants to Venezuela, officials said, vowing “harsh” consequences for those who try to jump the border moving forward.⁠
⁠
The deportation announcement came a day after Mr. Mayorkas announced he has waived 26 laws in order to speed construction of miles of border wall in southern Texas.⁠
⁠",42,5
WashTimes,CyOR6insdEr,2023-10-10 15:24:03,GraphVideo,"On Tuesday's Front Page: Israeli Prime Minister Benjamin Netanyahu says his military has “only started” its massive counterattack against Hamas, the atrocities committed by Hamas have weakened any U.S. support for the Palestinian cause, and more.",46,7
WashTimes,CyOKPjiMeDv,2023-10-10 14:14:10,GraphImage,"More than 30 Harvard University student organizations released a joint statement saying that the “Israeli regime [is] entirely responsible” for the surprise attack from Hamas that has killed hundreds of Israelis.⁠
⁠
The letter titled “Joint Statement by Harvard Palestine Solidarity Groups on the Situation in Palestine” was signed by 31 university clubs, including the school’s Amnesty International affiliate, Harvard Jews for Liberation and the Harvard Islamic Society.",223,55
WashTimes,CyOCVCdNMBx,2023-10-10 13:06:16,GraphVideo,"#TopoftheTimes: The Army is facing recruitment struggles.

Tune in as The Washington Times' Tim Constantine discusses today's top stories.",54,5
WashTimes,CyM7nvHspLw,2023-10-10 02:47:13,GraphImage,"A spokesman for Hamas said its militants will start killing one civilian hostage every time Israel strikes hit Palestinian civilians in their homes in Gaza.⁠
⁠
Video of the killings of hostages will be broadcast, said Abu Obeida, spokesman of the Qassam Brigades, the military wing of Hamas.",267,48
WashTimes,CyMs-IBMDH9,2023-10-10 00:39:12,GraphImage,"Several major airlines have started pulling jets from their fleets after reports found possibly faulty parts were installed.⁠
⁠",63,12
WashTimes,CyMdLelMu3R,2023-10-09 22:21:10,GraphImage,"Ford Motor Co. announced it will furlough an additional 450 workers this week because of the auto strike.⁠
⁠
The company said the firings will occur at two Michigan facilities: Livonia Transmission and Sterling Axle.⁠
⁠
Ford said the reason is the United Auto Workers strike. According to reports, the interconnected nature of Ford’s supply chain makes the UAW’s targeted strike strategy especially effective. Workers at the two plants affected by the layoffs make parts for Ford’s Chicago Assembly Plant, which has been hit by the UAW walkout.",68,6
WashTimes,CyMVadou0_i,2023-10-09 21:16:08,GraphVideo,"Palestinian, Israeli groups face off in Times Square⁠
⁠
Check out the link in our bio for more coverage on the attacks against Israel.",262,43
WashTimes,CyMN9hStJ4D,2023-10-09 20:08:13,GraphImage,"World reaps the seeds of terrorism sown by Biden⁠
⁠
Read more from Charlie Hurt using the link in our bio.",163,20
WashTimes,CyMGEEQLAUT,2023-10-09 18:59:14,GraphImage,"A Republican congressman said some lawmakers are so fearful about crime in the District, they’ve been sleeping at the Capitol.⁠
⁠
Missouri Rep. Eric Burlison said Wednesday on radio’s “Todd Starnes Show” that he and other legislators hunker down in their Capitol Hill offices because the city has become “very dangerous” after dark.⁠
⁠
“I don’t want to walk back and forth from an apartment in D.C. at night or in the morning — early morning — to get to work,” Mr. Burlison said. “It’s not a safe environment.”",73,4
WashTimes,CyL-b1GrTZA,2023-10-09 17:53:09,GraphVideo,"#TopoftheTimes: RNC warns against candidates participating in unsanctioned debates.

Tune in as The Washington Times' Tim Constantine discusses today's top stories.",47,4
WashTimes,CyL2nN1ssDF,2023-10-09 16:44:10,GraphImage,"Congressional Republicans, Republican presidential candidates and conservative critics doubled down on their condemnation of President Biden’s prisoner swap in September with Iran. As part of the deal, the U.S. unfroze $6 billion in oil revenue in exchange for the release of five Americans. Critics said Mr. Biden was indirectly enabling violence from Hamas, which controls the Gaza Strip along Israel’s southern border.",317,34
WashTimes,CyLu8ursId2,2023-10-09 15:40:20,GraphVideo,"On Monday's #FrontPage: Israel has declared war on Hamas after a surprise attack by the Palestinian militant group, President Biden pledged America's commitment to Israel and promised to “never fail” to have its back, and more.⁠",58,4
WashTimes,CyLnKbiMtwi,2023-10-09 14:29:09,GraphImage,"Sen. Josh Hawley criticized President Biden for hosting a barbecue Sunday evening at the White House during an American hostage crisis in Gaza.⁠
⁠
“While Hamas holds Americans hostage, Joe Biden is enjoying a picnic with a live band,” Mr. Hawley, Missouri Republican, posted on X above a White House pool report describing a Sunday evening barbecue hosted by Mr. Biden and first lady Jill Biden.⁠
⁠
The Washington Times has reached out to the White House for comment.",232,39
WashTimes,CyLgEoqstRG,2023-10-09 13:27:11,GraphImage,"At least nine Americans are dead and more are missing after the Hamas terrorist assault on Israel over the weekend, the State Department said Monday, as the death toll rises in the region’s bloodiest fighting in decades.",162,33
WashTimes,CyFSRLrNaEw,2023-10-07 03:31:09,GraphImage,"“The findings by 2023 Nobel Prize laureates Katalin Kariko and Drew Weissman led to the approval of two highly successful mRNA-based COVID-19 vaccines in late 2020. The vaccines have saved millions of lives and prevented severe disease in many more,” the Nobel Prize committee wrote on X.⁠
⁠",36,7
WashTimes,CyFJ7FrMqUS,2023-10-07 02:18:13,GraphImage,"Former Secretary of State Hillary Clinton said there needs to be a “formal deprogramming” of supporters of former President Donald Trump, calling them “cult members.”⁠
⁠
“It will require us defeating those most extreme measures and the people who promote them in order to try to get to some common ground where people can again work together,” she said. “That’s the way it used to be.”",218,93
WashTimes,CyFBdXpMgkT,2023-10-07 01:04:17,GraphImage,"People who often feel lonely are more likely to contract Parkinson’s disease independently of clinical depression and other risk factors such as genetics, a new study has found.⁠
⁠",51,12
WashTimes,CyE5GZyMAa6,2023-10-06 23:51:12,GraphImage,"Americans are pondering their annual flu shot along with a new COVID-19 vaccine at the moment. It’s complicated. And yes, there are partisan differences here.",81,24
WashTimes,CyEof33Mtmt,2023-10-06 21:26:10,GraphImage,"The record-high number of violent car thefts this year has spared no part of the nation’s capital. Members of Congress have been held up in swanky neighborhoods as working-class families become victims in more crime-prone areas.⁠
⁠
It has left the D.C. Metropolitan Police Department on the defensive as it tries to rein in the rampant and unpredictable carjackings.",60,6
WashTimes,CyEf67frwwe,2023-10-06 20:11:15,GraphImage,"Amtrak is a government-subsidized corporation that runs the national passenger train service in the U.S. The company received $6.6 billion from the Federal Railroad Administration last year and another $6.8 billion this fiscal year. In 2020, when ridership was down 90% due to the pandemic, it received $1 billion from the CARES Act and another $1.7 billion in 2021 from the American Rescue Plan.",55,8
WashTimes,CyEXkZ4M237,2023-10-06 19:01:10,GraphVideo,"If you think the medical community, Big Pharma, and government bureaucrats tied to Big Pharma would love a world where everybody was healthy and nobody needed medicines -- think again. ⁠
⁠
Check out #boldandblunt with Cheryl Chumley and Dr. Mark Richards using the link in our bio.",55,3
WashTimes,CyEPHPZRrcz,2023-10-06 17:44:14,GraphSidecar,"The federal government spent billions furnishing agency offices during the pandemic despite most buildings sitting nearly empty as employees worked from home.⁠
⁠
Swipe 👉️ to learn more.",61,14
WashTimes,CyEGvZysAgf,2023-10-06 16:31:10,GraphImage,"Lawmakers on the House Oversight and Accountability Committee say evidence provided by an IRS whistleblower shows the president’s son was paying women who belonged to a suspected prostitution ring and even designated some of them as his employees.⁠
⁠
Hunter Biden may have also paid airfare to facilitate meetings with prostitutes, a violation of the Mann Act that was flagged by IRS officials investigating him for tax fraud.",242,29
WashTimes,CyD-kQuN6ta,2023-10-06 15:19:50,GraphVideo,"On Friday's Front Page: President Biden says that he has no choice but to build a new border wall because his hands are tied by congressional laws, the National Zoo’s three giant pandas are set to return to China in early December, and more.",46,3
WashTimes,CyD2PHisMqi,2023-10-06 14:06:59,GraphImage,"Former President Donald Trump has officially endorsed Rep. Jim Jordan of Ohio, the House Judiciary Committee chairman and longtime Trump defender, to succeed Kevin McCarthy as House speaker.⁠
⁠
“Congressman Jim Jordan has been a STAR long before making his very successful journey to Washington, D.C., representing Ohio’s 4th Congressional District,” Trump wrote on his Truth Social site shortly after midnight Friday. “He will be a GREAT Speaker of the House, & has my Complete & Total Endorsement!”⁠
⁠
Mr. Trump, the current front-runner in the GOP presidential race, still holds political sway in the House.",176,21
WashTimes,CyCmYWIMsGt,2023-10-06 02:29:12,GraphImage,Today's Washington Times #huntertoon:,88,7
WashTimes,CyCettJslTb,2023-10-06 01:22:12,GraphImage,"Residents of the San Francisco area saw a curious sight in the sky Wednesday: strands of white webbing floating down to the ground, carrying baby spiders inside them.⁠
⁠
When baby spiders are born, they produce silk webbing that is light enough to be picked up by the wind, allowing them to float away and land elsewhere, colonizing new habitats.",103,6
WashTimes,CyCXKYQtg0u,2023-10-06 00:16:14,GraphImage,"Former ESPN host Sage Steele recounted her 2021 interview with President Biden as “heartbreaking” because the commander-in-chief was confused and unable to finish his sentences — revelations that underscore how the legacy news media covered up Mr. Biden‘s frail condition.⁠
⁠
“He struggled,” Ms. Steele told comedian Bill Maher on his “Club Ransom” podcast, which was aired this week.⁠
⁠
She described the interview, which was filmed as a prerecorded segment ahead of ESPN’s coverage of Major League Baseball’s Opening Day that year, as “the saddest thing.”",284,13
WashTimes,CyCPYkosdu-,2023-10-05 23:08:14,GraphImage,"Former President Donald Trump says he wants the next speaker of the House to help him and will do whatever is necessary to help find a replacement for ousted Kevin McCarthy.⁠
⁠
Some names, including Mr. Trump‘s, have surfaced as possible speaker in the two days since eight GOP rebels and the entire House Democratic conference booted Mr. McCarthy.⁠
⁠
Under House rules, a speaker does not have to be a member of Congress to win the gavel.",184,30
WashTimes,CyCHtl7rehC,2023-10-05 22:01:10,GraphImage,"A Republican congressman on Wednesday said some lawmakers are so fearful about crime in the District of Columbia, they’ve been sleeping in the U.S. Capitol.⁠
⁠
Missouri Rep. Eric Burlison said on radio’s “Todd Starnes Show” that he and other legislators hunker down in their Capitol Hill offices because the city has become “very dangerous” after dark.⁠
⁠
“I don’t want to walk back and forth from an apartment in D.C. at night or in the morning — early morning — to get to work,” Mr. Burlison said. “It’s not a safe environment.”",189,30
WashTimes,CyCADAkJxQp,2023-10-05 20:54:13,GraphImage,"The primary manufacturers of all 10 drugs targeted by President Biden as too costly will participate in the first-ever round of Medicare price negotiations, the White House said Tuesday.⁠
⁠
Drugmakers had until the start of October to decide whether they would participate in the negotiation program established by Mr. Biden‘s signature tax-and-climate legislation in 2022. The companies likely felt they had no choice; the alternative would be to pull out of Medicare.",44,7
WashTimes,CyB4mpOMsay,2023-10-05 19:49:12,GraphImage,"“The job market has changed very significantly in the last 20 years,” Secretary of the Army Christine Wormuth said at a special Pentagon briefing. “The Army has not changed how we approach that job market, while a lot of our competitors in the private sector have.”⁠
⁠",66,8
WashTimes,CyBw9C1AORS,2023-10-05 18:45:04,GraphVideo,"The water supply in at least six federal government buildings is contaminated with the bacterium that causes Legionnaires’ disease.⁠
⁠
Investigators said one culprit is pandemic teleworking, which has left buildings operating at less than capacity.",43,4
WashTimes,CyBpYhQMMH9,2023-10-05 17:36:16,GraphImage,"The Biden administration pinned blame for the fentanyl crisis on Chinese operatives and moved Tuesday to try to punish them, bringing a series of federal charges and slapping banking restrictions on companies and individuals the government says are responsible for poisoning tens of thousands of Americans.",45,5
WashTimes,CyBhnApR0Wm,2023-10-05 16:28:14,GraphImage,"The victimization of another member of Congress by the District’s crime wave shows that even high-profile residents of the nation’s capital can’t avoid the violence and armed stickups being carried out with abandon.⁠
⁠",60,5
WashTimes,CyBZ-3EB4Iv,2023-10-05 15:24:28,GraphVideo,"On Thursday's Front Page: House Republican leaders are maneuvering to fill the vacant speaker’s chair, Homeland Security Secretary Alejandro Mayorkas said that the U.S. has an “acute and immediate need” to build a border wall in Texas, and more.",44,4
WashTimes,CyBSQ_Ms91f,2023-10-05 14:14:08,GraphImage,"Homeland Security Secretary Alejandro Mayorkas said Wednesday that the U.S. has an “acute and immediate need” to build border wall in southern Texas, and he issued an order waiving some of the country’s most iconic environmental protection laws to speed up construction.",164,31
WashTimes,CyBKvsftH7Y,2023-10-05 13:09:49,GraphVideo,"#TopoftheTimes: NYC to stick migrants on risky national park site with no police or jobs.

Tune in as The Washington Times' Tim Constantine discusses today's top stories.",38,2
WashTimes,Cx_s0-yNqxX,2023-10-04 23:27:46,GraphVideo,"Where do we stand on the race for Speaker of the House?

Follow The Washington Times for all the in-depth coverage.",58,13
WashTimes,Cx_kpIgs9uc,2023-10-04 22:19:23,GraphVideo,"President Biden expressed concern on Wednesday that the GOP chaos in the House could threaten aid to Ukraine, saying it is vital to U.S. interests that Kyiv succeed in its war with Russia.⁠
⁠",185,52
WashTimes,Cx_c94Vs7aK,2023-10-04 21:09:10,GraphImage,"Anxieties among Senate Republicans rose Wednesday as Congress careens toward another government funding deadline with the House frozen by its speaker turmoil.⁠
⁠
Congress has 44 days left to avert a shutdown, prompting warnings from GOP senators that their House Republican colleagues should waste little time agreeing on a successor to fill the void left by the ouster of former House Speaker Kevin McCarthy.",40,1
WashTimes,Cx_ViCGM1LR,2023-10-04 20:04:12,GraphImage,"Former President Donald Trump criticized the Republican Party Wednesday amid its move to replace House Speaker Kevin McCarthy.⁠
⁠
“Why is it that Republicans are always fighting among themselves, why aren’t they fighting the Radical Left Democrats who are destroying our country?” he wrote on Truth Social.",207,17
WashTimes,Cx_OInvMj-o,2023-10-04 19:02:04,GraphVideo,"Big Business Caught Stealing Away Gun Rights⁠
⁠
Cheryl Chumley and Sen. Ted Cruz discuss on Bold and Blunt.",50,2
WashTimes,Cx_HAXisdvM,2023-10-04 17:57:17,GraphImage,Homeland Security Secretary Alejandro Mayorkas “paroled” the migrants into the country in anticipation of the expiration of the COVID-19 pandemic emergency and the end of the Title 42 border policy. The migrants were released despite a court order blocking parole. A federal judge has demanded that the government report on the migrants’ whereabouts and compliance with their parole terms.,64,6
WashTimes,Cx-1I-ZNdkd,2023-10-04 15:30:38,GraphVideo,"On Wednesday's #FrontPage: House Speaker Kevin McCarthy has been ousted by a handful of hard-right conservatives, throwing the chamber into chaos, Pentagon officials have announced an overhaul of the military’s approach to recruiting, and more.",29,1
WashTimes,Cx-unrFMnEV,2023-10-04 14:24:13,GraphImage,A report released in July by the Government Accountability Office found that 17 of the 24 federal agencies it analyzed used an average of just 25% or less of their headquarters’ office space. The highest average was 49% office usage.,113,17
WashTimes,Cx-ntVPNu2I,2023-10-04 13:24:53,GraphVideo,"#TopoftheTimes: Family sues after an abortion pill caused the death of a Nevada mom.

Tune in as The Washington Times' Tim Constantine discusses today's top stories.",45,1
WashTimes,Cx8fdq7si0X,2023-10-03 17:36:05,GraphVideo,"The conservative-leaning Supreme Court over the past two years has rewritten jurisprudence on guns, race and abortion. It’s about to confront the results of those rulings in its term that began this week. ⁠
⁠
Washington Times legal affairs reporter Alex Swoyer breaks down the cases to watch.",66,3
WashTimes,Cx8Xyy_SRHa,2023-10-03 16:26:19,GraphImage,"“If you’re a Republican or lean Republican, you’re unabashedly wrong, they shut you down,” said Rhonda Baker, 60, of Goldsboro, North Carolina, who voted for former President Donald Trump and has a son in college. “If they hold a rally, it’s: ‘The MAGA’s coming through.’ It’s: ‘The KKK is coming through.’”⁠
⁠",60,5
WashTimes,Cx8QEaTtETg,2023-10-03 15:18:54,GraphVideo,"On Tuesday's #FrontPage: Florida Republican Rep. Matt Gaetz has filed a resolution to remove House Speaker Kevin McCarthy, Pope Francis has suggested blessing same-sex couples, and more.",38,3
WashTimes,Cx8I-92uK-1,2023-10-03 14:16:43,GraphImage,"A Democratic congressman from Texas was the victim of a carjacking in a D.C. neighborhood Monday evening.

Monday’s incident was the second assault on a member of Congress in the District of Columbia this year. In February, Democratic Rep. Angie Craig of Minnesota was assaulted in her Washington apartment building, suffering bruises while escaping serious injury.",94,11
WashTimes,Cx8BMoztXIs,2023-10-03 13:09:58,GraphVideo,"#TopoftheTimes: Newly released documents on Biden family business dealings.

Tune in as The Washington Times' Tim Constantine discusses today's top stories.",29,2
WashTimes,Cx6lWJYMUPi,2023-10-02 23:46:13,GraphImage,"The poll found that 53% of Republican voters say Mr. Trump is a person of faith, making him their top choice.⁠
⁠
That put him slightly ahead in a statistical tie with former Vice President Mike Pence — an evangelical Christian who earned the same description from 52% of GOP survey respondents — and well ahead of his other rivals for the 2024 GOP presidential nomination.",84,18
WashTimes,Cx6cxOdsg9m,2023-10-02 22:31:15,GraphImage,"A network of conservative private investors and state legislators has ranked Florida as the best state, and Massachusetts as the worst, for school choice.⁠
⁠
The American Legislative Exchange Council gave Florida’s K-12 education policies an “A” grade for offering flexible regulations, tax credits and scholarships to parents seeking alternatives to public schooling.",159,20
WashTimes,Cx6VGO2SFf_,2023-10-02 21:24:12,GraphImage,"“Far beyond the financial impact of these crimes, the violence and concerns over safety continue to be the priority for all retailers, regardless of size or category,” the National Retail Federation said in an analysis of the survey findings.⁠
⁠",36,4
WashTimes,Cx6NptRPliT,2023-10-02 20:19:10,GraphImage,"Widespread looting in Philadelphia, some of it coordinated by thieves livestreaming their break-ins on social media, has become a campaign issue for Republicans who say it’s another byproduct of Democrats’ soft-on-crime policies.⁠
⁠
Republican Senate and House candidates in Pennsylvania blame liberal Philadelphia District Attorney Larry Krasner for failing to prioritize property crimes and Democratic lawmakers for supporting “defund the police” efforts.",49,1
WashTimes,Cx6F_zEv2XC,2023-10-02 19:15:06,GraphVideo,"""This trial could have been brought years ago, but they waited till I was right in the middle of my campaign. . . they're all corrupt people. Frankly, our country is corrupt. And that's one of the reasons I'm running,"" said former president Donald Trump.",247,74
WashTimes,Cx5-bqOy_Qf,2023-10-02 18:06:10,GraphImage,"The Supreme Court announced Monday it would not hear a challenge brought by a long-shot Republican presidential candidate John Castro seeking to disqualify former President Donald Trump from holding office over the Jan. 6, 2021, riot at the U.S. Capitol.⁠
⁠
Mr. Castro lost in a lower court on the standing issue in his argument that the Constitution forbids Mr. Trump to hold office following the Capitol riot. He said in his petition to the justices that his campaign would be injured if Mr. Trump remains on the ballot.",398,23
WashTimes,Cx5121Hyib-,2023-10-02 16:51:14,GraphImage,New York Attorney General Letitia James plans to call former President Donald Trump and three of his children to the witness stand in their upcoming civil fraud trial that begins today.,52,8
WashTimes,Cx5toCyt9rh,2023-10-02 15:39:29,GraphVideo,"On today's #FrontPage: Lawmakers on Capitol Hill were able to avert a government shutdown for now, but the intense battle over federal spending hasn’t cooled, the Supreme Court opens its term with justices' nerves still somewhat frayed, and more.",27,1
WashTimes,Cx5i1euMAOj,2023-10-02 14:05:01,GraphImage,"⁠
Justice Sonia Sotomayor seems to have lost respect for her colleagues on the Supreme Court — literally.⁠
⁠
In several of her major dissenting opinions last term, Justice Sotomayor dropped the usual decorum, in which justices write that they “respectfully dissent,” and instead flatly declared, “I dissent.”⁠
⁠
Court observers said it’s a sign of growing frustration from Justice Sotomayor and the high court’s two other Democratic-appointed members, who are limited in their ability to prevail on the big questions of law that are reaching the court with increasing frequency.",251,79
WashTimes,Cx5YFBotksq,2023-10-02 12:32:30,GraphVideo,"#TopoftheTimes: Is there enough evidence to impeach President Biden?

Tune in as The Washington Times' Tim Constantine discusses today's top stories.",26,2
